QID,Wikipedia_Title
Q1047410,Walt Disney Animation Studios
Q1156894,Kolkata Knight Riders
Q7308461,Regina Doherty
Q603133,Szombathelyi Haladás
Q7563041,Sophie Montel
Q6447872,Kusal Perera
Q740666,FC Shakhter Karagandy
Q2483656,North Carolina Museum of Natural Sciences
Q8603,US Sassuolo Calcio
Q4296040,Al Jazeera English
Q3845102,Manuela Palermi
Q124784,Daniele Ganser
Q720503,The Asahi Shimbun
Q55640611,Sebastián Sichel
Q634291,High Representative of the Union for Foreign Affairs and Security Policy
Q16201039,Arancha González Laya
Q542371,Liam Trotter
Q15896593,Manuel Baum
Q16933549,President of the Government of Catalonia
Q25380830,Greg Wyler
Q7016275,New Zealand national under-20 rugby union team
Q1746795,Irfan Pathan
Q13342,Bordeaux Montaigne University
Q70119721,Miloslav Machálek
Q190943,Wisła Kraków
Q12771236,Matúš Vallo
Q28925050,Vishwanath Mahadeshwar
Q2621311,James McPake
Q15733006,Google DeepMind
Q2007531,Pangu Pati
Q6041175,Nestor El Maestro
Q16062147,Sabine Carey
Q21104277,Augustus John Rush
Q43913,Arjen Robben
Q11347516,Lansing Lugnuts
Q5492406,Frans Van de Werf
Q6954589,NK Rudeš
Q15741927,Saša Radulović
Q659681,Daniel Adlung
Q270511,Annemie Neyts-Uyttebroeck
Q551611,Musa Aman
Q7750763,The McDowell News
Q12593087,Do Jong-hwan
Q2215214,Alexander Rinnooy Kan
Q104454,Mario Götze
Q20985245,Ian Anderson (snooker player)
Q99526861,Jennifer Bendery
Q27244441,Muesee Kazapua
Q20829630,Julia Driver
Q1043040,Kamel Morjane
Q679817,Chairman of the Verkhovna Rada
Q87106,Harald Morscher
Q26802740,Ákos Hadházy
Q1137248,Democratic Constitutional Rally
Q3303125,Takeshi Oki
Q2914380,President of Sri Lanka
Q2162463,Michele Marcolini
Q15110599,Nevada Attorney General
Q5071676,Chang Tong-rong
Q3037998,Douglas Crockford
Q195668,Queen Mary University of London
Q5033711,Canterbury cricket team
Q13218598,NatWest Group
Q16838244,Odisha FC
Q8044049,Xi Mingze
Q7118978,PEN America
Q1270152,Denmark national under-21 football team
Q7635933,Sul Ross State University
Q1196251,Union Theological Seminary
Q5525857,Gary Rowett
Q4384608,Bill English
Q3298727,Mathieu Gallet
Q5528212,Gavin Massey
Q10652,Alex Salmond
Q4512643,Igor Cherevchenko
Q76651,Christoph Daum
Q6756538,Marcelo Crivella
Q1552981,Gubkin Russian State University of Oil and Gas
Q6532172,Leszek Ojrzyński
Q664846,National Cancer Institute
Q1227076,Diosdado Cabello
Q1394411,Ignazio La Russa
Q2979975,Colo-Colo (women)
Q750673,Christian Democratic and Flemish
Q257411,Ethiopia national football team
Q2914838,Abraham Foxman
Q362268,Ali Muhammad Mujawar
Q16845355,Mumbai City FC
Q951946,"Lady Margaret Hall, Oxford"
Q387312,Maldives national football team
Q4925837,Bledar Devolli
Q12467437,Carlo Calenda
Q332540,Chris Huhne
Q213119,Jean Makoun
Q1175507,Board of supervisors
Q535055,Angelino Alfano
Q3111191,Oslo University Hospital
Q2283,Microsoft
Q3616859,Angelo Alessandri
Q333276,Andrew Lansley
Q265778,Adam Hammill
Q6173601,Jeff Colyer
Q16197194,Jason Reese
Q2603304,Party of Socialists of the Republic of Moldova
Q255434,Radek John
Q1025113,Cadena SER
Q23759736,Zeynep Tufekci
Q7240,Lockheed Martin
Q6837797,Michigan Wolverines men's basketball
Q436057,Huub Stevens
Q769416,Australian Museum
Q19546,Pope
Q5103806,Choe Kwang-shik
Q19467,Crystal Palace F.C.
Q57427607,Lisa L. Cunningham
Q3346522,Nutrexpa
Q27197,Game Informer
Q287076,ABC (newspaper)
Q3345580,Tamim Iqbal
Q5936720,Humam Tariq
Q26721058,Team Bahrain Victorious
Q18741,Tottenham Hotspur F.C.
Q57792,Mark Rutte
Q19358904,Marcel Meijer
Q6866214,Minister for Infrastructure (New Zealand)
Q3550668,Herbert Bautista
Q3200900,Steve Daines
Q97446107,Dmitriy Migas
Q228616,Marta (footballer)
Q265058,Hungarian Academy of Sciences
Q22080080,Sydney Sixers (WBBL)
Q28086253,Dave Brandt
Q1653099,IBM Research – Almaden
Q3873524,Portugal national under-19 football team
Q21872735,Daniel Swain
Q103764,Jutta Steinruck
Q4717118,Alex Hales
Q13607430,Urmas Klaas
Q645362,Andrew Solomon
Q6535467,Levi Mackin
Q1783168,Post Office Limited
Q615077,John Healey
Q104705,Umaru Musa Yar'Adua
Q2503794,Northumbria University
Q18385610,Stitch Fix
Q11480768,Keiichiro Nuno
Q8074815,Zsolt Hornyák
Q1372805,Suat Kaya
Q545646,Pavel Hoftych
Q2853237,Antigua GFC
Q16213188,Stefan Billborn
Q205121,Aziz Kocaoğlu
Q659181,Philadelphia Orchestra
Q2984911,Council of State (Greece)
Q3168067,Jean-Michel Leniaud
Q4820125,Levent Kartop
Q4740163,Carles Puigdemont
Q3052772,Emmanuel Macron
Q1294678,Károly Szanyó
Q20050742,Steven Salaita
Q10380008,Michael Symes
Q16628,Wen Jiabao
Q5246473,"Dean Smith (footballer, born 1971)"
Q507962,Jakob Fuglsang
Q63224435,Márta V. Naszályi
Q10556689,Beñat San José
Q32786169,RJ Barrett
Q238330,4chan
Q1473677,University of Santiago de Compostela
Q6865745,"Minister for Agriculture, Fisheries and Forestry"
Q7240707,Presbitero Velasco Jr.
Q20900706,Sonja Jógvansdóttir
Q6463238,La Jolla Country Day School
Q1894253,Marcus Lantz
Q5249334,Declan Devine
Q101959,Borussia Mönchengladbach
Q3437714,Steven de Vreeze
Q845918,Open Source Initiative
Q134241,Feyenoord
Q2612027,"Department for Business, Innovation and Skills"
Q58148295,Mark Donohue (linguist)
Q5096723,Chief Election Commissioner of Pakistan
Q24711,FC Groningen
Q26696437,Leonardo Semplici
Q16161550,Masterpiece (Lichtenstein)
Q531866,FC Shakhtyor Soligorsk
Q28940817,Lira Villalva
Q63241938,African Democratic Change
Q1491327,Gainsborough Trinity F.C.
Q2251158,Bernard Laporte
Q6866129,Minister of Finance (New Zealand)
Q1943651,The i Paper
Q659212,FC St. Gallen
Q51882473,Piers Robinson
Q3012755,Damien Comolli
Q128824,Frédéric Antonetti
Q170040,FC Rubin Kazan
Q11122003,Vice-President of the Executive Council
Q445625,Olav Fykse Tveit
Q48170946,Sarah Zerbes
Q3577962,Josef Korbel School of International Studies
Q60594089,Julien Nkoghe Bekale
Q23482,Marseille
Q20738981,Modern (political party)
Q562157,Erol Bulut
Q2117747,Western New York Flash
Q16508994,Darko Vojvodić
Q212490,Tromsø IL
Q726502,Marco Marzano
Q863773,Bingen Fernández
Q756203,Atlanta Silverbacks FC
Q272234,Jon Trickett
Q369958,Karu Jayasuriya
Q457281,University of Illinois Urbana-Champaign
Q19881847,Nigel Williams-Goss
Q2332957,Donatas Navikas
Q2248577,Jan de Jonge
Q558617,Ara (newspaper)
Q85109,Peter Pilz
Q2092392,University of Dayton
Q3320917,Greens Equo
Q131209,FK Austria Wien
Q7367357,Rosanne Somerson
Q923540,István Tarlós
Q203513,FC Zimbru Chișinău
Q795295,Mayor of San Francisco
Q5441562,Feinberg School of Medicine
Q27076773,Durbar Rajshahi
Q63854235,Wonpil Im
Q1677367,Jackson Stewart (cyclist)
Q3122538,Gwendal Rouillard
Q2093794,Vassar College
Q383731,Christophe Brandt
Q5251233,Minister of Defence (Pakistan)
Q42178,Vice president
Q103659,Skåne County
Q6810760,Dan Shamir
Q48798212,People's Democratic Party (Zimbabwe)
Q1197,Lower Saxony
Q7623713,Strides Pharma Science
Q3791514,Scott Peters (politician)
Q748837,David Lidington
Q982813,Sharad Pawar
Q7150089,Paul D. Fraim
Q180939,Peter Crouch
Q49212,Texas A&M University
Q7151652,Paul Joskow
Q4843231,Baijayant Panda
Q16195009,Allister Coetzee
Q7909496,Vale Recreation F.C.
Q1206,Saxony-Anhalt
Q78209282,Future Party (Turkey)
Q96672,Wolfgang Lück
Q473239,Mike Pompeo
Q843,Pakistan
Q34,Sweden
Q182907,Gianluca Zambrotta
Q23055252,"Democratic Party (Japan, 2016)"
Q16641373,Haut Conseil des finances publiques
Q1198,North Rhine-Westphalia
Q159729,San Antonio Spurs
Q28530268,Majority Leader of the United States Senate
Q1549074,Socialist Party (Ireland)
Q1427233,Graeme Smith
Q1114200,Picnik
Q3366792,Avante (political party)
Q6288908,Josh Gottheimer
Q367846,Gian Piero Gasperini
Q217346,"Ithaca, New York"
Q1428001,Party of Italian Communists
Q18211706,Joyce Vance
Q219026,Zoltán Stieber
Q330978,B36 Tórshavn
Q257574,Linha do Vouga
Q40495,Pervez Musharraf
Q11796986,Minister for the Environment and Water
Q583809,Solicitor General for England and Wales
Q58661807,Mahyat Shafapour Tehrany
Q843907,David Davis (footballer)
Q1024486,C.S. Uruguay de Coronado
Q54922,Real Madrid Baloncesto
Q5261082,Deputy Secretary of State for Management and Resources
Q918209,Great Britain women's Olympic football team
Q559342,Ihor Kalinin (official)
Q6865999,Minister for the Economy and Transport
Q446348,Eldbjørg Løwer
Q164836,FIBA Europe
Q29043471,Neuralink
Q41040535,Kibō no Tō
Q5468294,Minister of Foreign Affairs (Austria)
Q1256956,Scottish Greens
Q123937,Vladimir Petković
Q1691395,Joe Donnelly
Q6138903,James Marape
Q14917170,Josep Sánchez i Llibre
Q367788,Aris Limassol FC
Q2746044,Tāvini Huiraʻatira
Q18015425,Zaur Svanadze
Q6179244,Jenny Durkan
Q6627401,"Mayor of Albuquerque, New Mexico"
Q61222625,Dina Bousselham
Q12023206,Jan Veleba (politician)
Q2613971,Al Taawoun FC
Q18116909,Japan Innovation Party (2014–2016)
Q13393272,Sylvia Lucas
Q6410023,Happy State Bank Stadium
Q169637,Milwaukee Bucks
Q192081,New Jersey Devils
Q612665,Vrije Universiteit Brussel
Q7002247,Giovanni Malagò
Q202210,GameStop
Q30745227,Marco Bucci (politician)
Q6830942,Michael Hansen (footballer)
Q563289,Mikael Jansson (politician)
Q99454511,Giselle Zarur
Q9099,Tabaré Vázquez
Q437322,Danny Higginbotham
Q3106410,ONO (Spain)
Q18509,Cambridge United F.C.
Q113903993,Humanist Democratic Centre
Q1826621,Linha do Alentejo
Q19587,Crewe Alexandra F.C.
Q4225548,Sergey Petrovich Kovalchuk
Q19288997,Jordi Puigneró
Q1339181,Palikot's Movement
Q76,Barack Obama
Q1459658,Viktor Yanukovych
Q12752078,Zoran Tegeltija
Q12720302,Alexandru Darie
Q18982,Tom Ince
Q5886416,Holy Trinity Catholic Secondary School (Oakville)
Q311268,Al-Rayyan SC
Q48353424,Mary Northridge
Q163560,Axel Springer SE
Q7179630,Peyton R. Helm
Q37093,Yahoo
Q2384857,Uruguay national under-23 football team
Q24030720,Martín Vizcarra
Q513243,Jack Markell
Q269909,Andy Burnham
Q2690188,Oleksandr Vilkul
Q10691,Plaid Cymru
Q43748732,Antonio H. Castro Neto
Q48989,ZDF
Q681025,University at Buffalo
Q969725,Harry Kane
Q28218,"Baton Rouge, Louisiana"
Q510523,Emmerson Mnangagwa
Q1754827,Socialism and Liberty Party
Q1478101,European Commissioner for Neighbourhood and Enlargement
Q2834220,Alexandre del Valle
Q4776218,Antoni Zdravkov
Q3873542,United Arab Emirates national under-20 football team
Q39087036,National Diversity Coalition for Trump
Q540544,Bob Barr
Q207361,DARPA
Q55281732,Francesco Acquaroli (politician)
Q28050073,Nicole Soranzo
Q446445,Grete Faremo
Q654112,Roman Catholic Archdiocese of Kingston (Canada)
Q11812508,Mayor of Kyiv
Q5981237,Robert McClelland (Australian politician)
Q99605101,Mohamed Hussein Roble
Q51845094,Damià Calvet
Q2544022,Stephen Bywater
Q41447848,Daniel Boéri
Q20121517,Donald Trump 2016 presidential campaign
Q2975959,Solihull Moors F.C.
Q6502015,Prime Minister of Cuba
Q154053,Eintracht Braunschweig
Q368151,Mediaset
Q1024390,FC Politehnica Iași (2010)
Q518856,Nicola Roxon
Q112851,Nil Lushchak
Q1127887,Vivendi
Q236006,Haiti national football team
Q1322550,FC Petrolul Ploiești
Q701256,Markus Schopp
Q4734615,Aurelio Andreazzoli
Q2270779,Rotterdam Philharmonic Orchestra
Q21070726,Vice-Prime Minister of Denmark
Q751935,Greens–European Free Alliance
Q339560,Accra Hearts of Oak S.C.
Q47262798,Leona Marlin-Romeo
Q92226,Franziska Drohsel
Q959847,Crusaders (rugby union)
Q976320,Nélson Veríssimo
Q291169,Jeremy Corbyn
Q7682037,Tan Chuan-Jin
Q658975,University of Lausanne
Q686910,Walter Schachner
Q1913,Florent Malouda
Q6781508,Maryland Terrapins football
Q509374,Juan Cuadrado
Q921217,El Mundo (Spain)
Q190561,Standard Liège
Q5443768,Ferario Spasov
Q1370968,John Conyers
Q96338578,Kubatbek Boronov
Q2965321,Christian Guiberteau
Q37793165,Damien Carême
Q5108445,Chris Welty
Q55188022,Matthew J. DeGennaro
Q683423,William Viali
Q866680,President of Vietnam
Q47392364,Stéphane Barré
Q207441,Senegal national football team
Q17403398,Laura Rizzotto
Q4275722,Ilya Makiyenko
Q3439077,Roger Holeindre
Q711,Mongolia
Q5209999,Dakota Collegiate
Q96058307,National Party – Greeks
Q5049723,Castelo Futebol Clube
Q4353623,106.7 FM Rockklassiker
Q5920188,Irene Lozano
Q4886521,Ben Stokes
Q1375158,Ron Jans
Q57269,Felipe Calderón
Q31093596,Tamás Feczkó
Q553373,Patrick Kisnorbo
Q19217,Carrie Lam
Q263258,NK Široki Brijeg
Q11163124,Nicușor Dan
Q3993575,Tor Thodesen
Q2895519,Ben May (footballer)
Q7139822,Parrissa Eyorokon
Q4768021,Annastacia Palaszczuk
Q1024362,Spanish National Research Council
Q2735265,Gloucestershire County Cricket Club
Q7651650,Svante Myrick
Q2994198,Conseil national du numérique
Q561315,Tim Scott
Q38245,Eintracht Frankfurt
Q107076,Torsten Frings
Q5708722,Dan Eliasson
Q5559773,Giel Beelen
Q16593781,Gabriela Firea
Q2312779,Lasith Malinga
Q7911417,Valeriu Streleț
Q1966238,Wadi Degla SC
Q9398575,"Ministry of Land, Infrastructure and Transport"
Q722503,Mike Rounds
Q332987,Philip Hammond
Q2054789,Brazilian Socialist Party
Q458998,Freddie Sears
Q515664,Mihalj Kertes
Q636019,Oyonnax Rugby
Q16221521,Christian Miguel Pinto
Q1259148,Slavoljub Muslin
Q6218937,"John Anderson (New Zealand businessman, born 1945)"
Q1005490,Self-employment
Q723917,William Barr
Q7279429,Rachel Treweek
Q19703391,Adrian Bogoi
Q16665941,N'Golo Kanté
Q90901784,"Fuller, Smith & Turner"
Q17061967,Nicola Gaston
Q2791686,Ayelet Shaked
Q2846724,Andrew Scheer
Q312002,Sylvinho
Q353329,Mario Scirea
Q3469327,Sajid Mir
Q10371261,Shpëtim Duro
Q115035,Perm Opera and Ballet Theatre
Q513911,Jesé
Q44411,Maurice Jones-Drew
Q471730,Arseniy Yatsenyuk
Q17334709,Rauma shipyard
Q3260337,Louis-Antoine Prat
Q602131,Independent Democratic Union
Q2086212,Philip Hampton
Q39444,Ronaldinho
Q239663,FK Sarajevo
Q16875646,Minister of Shipping (India)
Q751101,Astrit Ajdarević
Q16453243,Roger Sandberg
Q2262885,Sebastian Kurz
Q44878,Jonathan Mensah
Q3223776,Le Journal Hebdomadaire
Q16836317,Atlanta United FC
Q45956,Kathy Hochul
Q662030,Permira
Q3339085,Warriors (NRL)
Q3273397,Jharkhand Mukti Morcha
Q16196319,Alma Marina Vitela
Q11469945,Juichi Yamagiwa
Q34448,Mahmoud Ahmadinejad
Q65068971,USNS Eagleview
Q353844,Miroslav Koubek
Q333953,Roseanna Cunningham
Q342586,Ken Salazar
Q6039122,Institute for Advanced Architecture of Catalonia
Q49120,Tufts University
Q368297,Bangarra Dance Theatre
Q265935,Nick Brown
Q2744209,University of Portsmouth
Q650452,Kostas Manolas
Q170566,Japan national football team
Q2001271,Apollon Smyrnis F.C.
Q311910,Marcus Berg
Q714508,Håkan Juholt
Q128842,Alain Casanova
Q6279104,Jos Buttler
Q5176626,Counselor of the United States Department of State
Q581536,Hélène Langevin-Joliot
Q4785789,Archdeacon of Northolt
Q27132384,David Holoubek
Q8082669,ŠKF Sereď
Q52707425,Refilwe Mtsweni-Tsipane
Q129086,Jean-Marc Furlan
Q152940,Marcell Jansen
Q918214,United Kingdom national football team
Q367435,Vít Bárta
Q5358551,Hokushin Line
Q1687402,Jens Zemke
Q185163,OGC Nice
Q4423940,FC Slonim-2017
Q231470,Zvonimir Soldo
Q1391309,Manohar Parrikar
Q11714338,Ivan Štefanec
Q3846869,Yang Chiu-hsing
Q7332100,Ricky J. Sethi
Q224,Croatia
Q81892,María Santos Gorrostieta Salazar
Q939021,Colombian Liberal Party
Q677085,Gen Digital
Q16320,Peñarol
Q981227,Sébastien Joly
Q461488,Kim Little
Q1826293,Lindsay Tanner
Q1049171,England national under-18 football team
Q19956013,Daphne Bavelier
Q21528856,Walter Thurnherr
Q7174907,Peter J. Wagner
Q16996883,Indianapolis Business Journal
Q4281265,Henadz Mardas
Q22707,TSG 1899 Hoffenheim
Q6865864,Minister for Health (Ireland)
Q949463,Igor Pamić
Q775348,Michele Boldrin
Q70550,Per Mertesacker
Q1557988,Tomas Oral
Q2339271,"Embassy of Ukraine, Warsaw"
Q63101251,Jackie Young
Q3589757,Australia national rugby league team
Q260391,Anni Sinnemäki
Q131785,Denmark national football team
Q6866356,"Minister of State for Research & Development, Farm Safety and New Market Development"
Q252544,Tamir Pardo
Q700731,Medical University of Vienna
Q2157288,Robert Ghiz
Q3438617,Anne Rimmen
Q583259,Las Vegas Aviators
Q59811938,Scott Manley
Q1969340,Ilsur Metshin
Q6029546,Petteri Orpo
Q1274643,Phoenix Mercury
Q395246,Agon Mehmeti
Q1785677,Guðjón Þórðarson
Q1024397,CSM Reșița
Q1457,UC Sampdoria
Q1049488,Vladimir Ryzhkov
Q3589750,Western Australia cricket team
Q7387221,S.L. Benfica B
Q3019103,Davide Nicola
Q1926327,Limburg Lions
Q1046367,Shandong Taishan F.C.
Q40652,Tite (football manager)
Q3120920,Ryan Rowland-Smith
Q5662303,"Harold Samuel, Baron Samuel of Wych Cross"
Q203013,Ottawa Senators
Q202404,Georgios Samaras
Q19861407,Kisvárda FC
Q208050,Leonardo Bonucci
Q635186,Brian Mullan
Q58198,Ahmet Davutoğlu
Q5605224,Greg Abbott
Q10577432,Chief of Navy (Sweden)
Q823885,Richard Tol
Q6867655,Ministry for Women
Q2464245,Dag-Eilev Fagermo
Q6490543,Larry Hunter
Q244312,Vince Cable
Q29349928,Rachel Croson
Q24576942,Juliusz Mieroszewski Centre for Dialogue
Q21795294,Kjerstin Askholt
Q11869065,Kaja Kallas
Q4614,University of Southern California
Q304878,National Science Foundation
Q373064,Aitor Karanka
Q333165,Peter Hain
Q53227,Sharp Corporation
Q4960712,Brenda Lawrence
Q3162802,Jarryd Hayne
Q700366,Bamberg Baskets
Q207503,Helsingborgs IF
Q3354491,Option nationale
Q2792033,Civic Choice
Q151269,Robert Lewandowski
Q61653614,Maurice Canton
Q2601879,Maynooth University
Q12524647,Wishnutama
Q417657,Akhilesh Yadav
Q516940,Maxime Bernier
Q94174474,Fahrudin Šolbić
Q200314,Democratic Party of Japan
Q19513,Montpellier HSC
Q1580126,Barcelona Supercomputing Center
Q3550723,United Sikkim FC
Q1141590,Sporting Fingal F.C.
Q25278,Dwight Howard
Q6025219,Humane Colombia
Q5588994,Anders Brännström
Q59962,Club Atlético Belgrano
Q381071,Hailemariam Desalegn
Q11207061,Nial J. Wheate
Q2376804,Chocolat Poulain
Q749659,Ivan Lewis
Q309865,Tele2
Q27961995,Shadow Secretary of State for Exiting the European Union
Q17488158,Liberal Reformist Party (Romania)
Q6107088,J. Scott Yaruss
Q534338,Kyoko Nakayama
Q7410395,Tendai Biti
Q59951309,Kenneth Andersen
Q23649291,"Shadow Secretary of State for Housing, Communities and Local Government"
Q304302,Lynne Featherstone
Q317400,Kuupik Kleist
Q547766,Michael Chopra
Q1344302,Baniyas Club
Q2636560,Andrey Piontkovsky
Q7356240,Rod Rosenstein
Q38849,Shintaro Ishihara
Q469689,Neil Abercrombie
Q3481746,Sheila Dixon
Q913861,San Diego State University
Q1780232,European Commissioner for Competition
Q115376,West Virginia University
Q15735224,Liberal-Environmental Party
Q80306,Giorgio Chiellini
Q192253,ŠK Slovan Bratislava
Q961911,Wouter Beke
Q918501,European Centre for Disease Prevention and Control
Q918425,HNK Gorica
Q11443689,Hiroshi Amano
Q306787,Östers IF
Q85776185,Lega (political party)
Q23887882,Fred Phaswana
Q180581,Milan Baroš
Q28542,Alvin E. Roth
Q861999,Bill Cassidy
Q12654379,FK Palanga
Q604879,Minnesota Twins
Q20993816,Louise Coldefy
Q4263230,Anies Baswedan
Q2108013,Frank Defays
Q984181,Uffe Elbæk
Q18205019,Erik Angner
Q1959428,Òmnium Cultural
Q769632,Switzerland national under-23 football team
Q19384,FK Senica
Q5327751,Guernsey F.C.
Q7883177,Under Secretary of Veterans Affairs for Health
Q108387,Uwe Wolf
Q295797,Kasper Schmeichel
Q28402718,Fusion Media Group
Q721572,Jeroen Zoet
Q381157,Orrin Hatch
Q18157211,Tony Renda
Q2184917,FK Teleoptik
Q206921,Pfizer
Q2107111,Radio Veronica (Talpa Radio)
Q14949621,John Roberts (journalist)
Q17010253,Minister of Fisheries and Ocean Policy
Q206811,PEN International
Q488977,Ministry of Gender Equality and Family
Q24060535,Liberal Democrat Home Affairs spokesperson
Q314734,Anthony Annan
Q29865128,Sapar Isakov
Q4534647,Belarus national under-19 football team
Q5217578,Daniel Ingram (composer)
Q2975532,Clare Daly
Q7999827,WikiLeaks Party
Q1344899,Fabrizio Guidi
Q881199,Dennis Daugaard
Q170403,Ukraine national football team
Q507043,Domenico Di Carlo
Q6769830,Mark Steffens
Q369109,JJ Redick
Q58353776,My Step Alliance
Q1188786,Kyushu University
Q12616590,Cho Kuk
Q7608959,Stephen Cottrell
Q7971773,Washington County High School (Georgia)
Q4922963,Blackhawk High School
Q4889392,Josip Višnjić
Q6641,SSC Bari
Q15177537,Dialogue – The Greens' Party
Q1142334,Crystal Bridges Museum of American Art
Q2179070,Branko Karačić
Q13973,MSNBC
Q102844,"Michael Müller (politician, born 1964)"
Q55176182,Christopher Celenza
Q2129981,Ramal de Tomar
